index	KEGG_entry_ID	name	total_count	genes	19CT051360	19CT044120	19CT034631	19CT048087	19CT046369	19CT040719	20A0002478	19CT044751	19CT040732	19CT030002	19CT020478	DS187051	19PA009426	19CT036423	19CT016837	19CT024854	19CT028732	20A0000620	18PA008847	19CT040892	18PA004616	19CT035369	19CT036523	18PA004934	19CT044501	19CT034845	19CT039895	19CT052347	19CT013554	19CT041295	19PA009444	19CT044338	19CT024296	19CT024299	20A0000412	19CT039890	19CT030925	20A0007427	19CT031559	19CT046414	19CT034643	20A0004401	18PA004940	19CT031909	20A0004025	19CT014597	20A0002063	20A0000618	19CT039201
100	hsa04725	Cholinergic synapse	44	['CHAT', 'PLCB1', 'PRKCG', 'ITPR1', 'KCNQ2', 'PRKACB', 'PIK3CG', 'CACNA1D', 'PRKCB', 'CACNA1F', 'KCNQ4', 'CACNA1B', 'KCNJ12', 'MAPK3', 'ACHE', 'KCNQ3', 'PIK3R2', 'ADCY3', 'CAMK4', 'CHRNA4', 'CACNA1A']	0	1	0	1	0	1	2	2	1	0	1	1	0	1	0	3	1	1	1	0	1	1	1	0	0	0	0	3	3	0	1	0	1	1	0	0	0	2	1	2	0	1	0	4	0	4	0	0	1
81	hsa04921	Oxytocin signaling pathway	44	['CACNA2D2', 'CACNB2', 'PLCB1', 'RYR2', 'PRKCG', 'ITPR1', 'PRKACB', 'PIK3CG', 'CACNA1D', 'CD38', 'PPP1R12A', 'PRKCB', 'CACNA1F', 'KCNJ12', 'MAPK3', 'CACNA2D1', 'MYLK', 'GNAS', 'ADCY3', 'CAMK4', 'CACNA2D3', 'GUCY1A2']	0	2	1	1	1	1	2	2	3	0	1	1	0	0	1	1	1	2	0	0	1	0	2	1	2	1	0	2	2	0	1	0	0	1	0	0	0	1	2	1	0	0	1	0	1	2	0	2	1
83	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	43	['CACNA2D2', 'CDH2', 'CACNB2', 'LAMA2', 'RYR2', 'ITGB3', 'DMD', 'CACNA1D', 'SLC8A1', 'CACNA1F', 'LAMA1', 'CTNNA3', 'CTNNB1', 'CACNA2D1', 'DAG1', 'CACNA2D3']	0	3	1	1	1	0	5	1	1	0	1	1	1	2	2	0	0	0	0	1	0	1	3	1	1	0	1	1	2	0	1	1	0	1	0	0	1	0	1	2	1	0	0	0	1	0	0	2	1
115	hsa05207	Chemical carcinogenesis - receptor activation	43	['SOS2', 'ESR2', 'SOS1', 'PRKCG', 'AR', 'PRKACB', 'CACNA1D', 'WNT1', 'PRKCB', 'CACNA1F', 'CACNA1B', 'RPS6KA2', 'MAPK3', 'GNAS', 'PIK3R2', 'ADCY3', 'CHRNA4', 'MTOR', 'CACNA1A', 'CDC6']	0	2	0	0	1	2	0	1	3	1	1	1	0	1	1	1	0	2	0	0	2	1	0	1	1	1	0	1	1	0	2	0	1	2	0	0	0	2	1	2	1	1	0	4	0	1	0	0	1
116	hsa04072	Phospholipase D signaling pathway	42	['SOS2', 'GAB2', 'PLCG2', 'PLCB1', 'SOS1', 'TSC2', 'PDGFRB', 'PIK3CG', 'AGPAT2', 'MAPK3', 'AVPR1A', 'GNAS', 'PIK3R2', 'ADCY3', 'RAPGEF4', 'MTOR']	0	1	1	2	1	1	1	1	0	1	0	0	0	1	2	1	0	1	0	0	1	2	2	1	3	0	0	2	3	0	3	0	0	1	0	0	0	1	1	1	2	2	0	0	2	0	0	1	0
44	hsa01521	EGFR tyrosine kinase inhibitor resistance	42	['MET', 'SOS2', 'PLCG2', 'SOS1', 'FGFR2', 'PRKCG', 'PDGFRB', 'NRG2', 'PRKCB', 'FGFR3', 'MAPK3', 'NF1', 'IGF1R', 'PIK3R2', 'BRAF', 'MTOR']	1	1	0	1	3	1	1	0	1	2	1	2	0	0	2	0	1	1	0	1	2	1	1	0	0	0	1	1	1	0	2	0	0	1	1	1	0	3	1	0	2	2	0	1	1	0	0	1	0
29	hsa05415	Diabetic cardiomyopathy	42	['NDUFS4', 'PLCB1', 'RYR2', 'PRKCG', 'COL1A1', 'ACE', 'ATP5F1A', 'CTSD', 'PRKCB', 'NDUFS2', 'NDUFA5', 'NDUFV1', 'COL3A1', 'SDHA', 'COL1A2', 'PIK3R2', 'MTOR']	1	0	0	1	1	1	1	0	1	2	2	0	0	2	1	0	0	1	2	0	2	1	5	0	0	0	2	2	0	0	1	2	0	1	1	0	0	1	2	1	2	0	0	0	0	1	1	1	0
26	hsa05020	Prion disease	42	['NDUFS4', 'GRIN2A', 'TUBB4A', 'RYR2', 'ITPR1', 'PRKACB', 'EIF2AK3', 'CACNA1D', 'ATP5F1A', 'CACNA1F', 'TUBA1A', 'CACNA1B', 'MAPK3', 'NDUFS2', 'GRIN2D', 'TUBA8', 'NDUFA5', 'NDUFV1', 'SDHA', 'GRIN2B', 'PIK3R2', 'TUBB2A', 'KIF5A']	1	0	2	0	1	1	2	2	1	1	0	1	0	3	1	2	0	3	2	2	1	1	1	0	0	1	2	2	0	0	1	0	0	1	0	0	0	0	1	0	2	0	1	1	0	1	0	0	1
141	hsa04929	GnRH secretion	40	['ESR2', 'PLCB1', 'CACNA1H', 'CACNA1I', 'PRKCG', 'ITPR1', 'CACNA1D', 'HCN1', 'PRKCB', 'CACNA1F', 'KCNN3', 'MAPK3', 'GABBR2', 'CACNA1G', 'PIK3R2']	0	1	0	1	2	2	1	0	1	0	2	2	0	0	1	2	1	2	0	0	1	0	0	1	0	1	0	4	0	1	1	1	1	1	2	0	0	2	1	0	0	1	1	0	0	0	1	0	2
204	hsa04911	Insulin secretion	40	['PLCB1', 'RYR2', 'PRKCG', 'ATP1A2', 'PCLO', 'PRKACB', 'CACNA1D', 'KCNMA1', 'PRKCB', 'CACNA1F', 'RIMS2', 'KCNN3', 'GNAS', 'ADCY3', 'RAPGEF4']	0	0	0	1	1	1	3	1	3	0	3	1	0	0	2	0	0	1	0	0	1	3	0	0	1	0	0	1	2	1	1	0	1	2	0	1	0	2	1	1	0	0	0	0	1	0	0	2	2
64	hsa01200	Carbon metabolism	40	['ACOX1', 'DLD', 'TKT', 'FH', 'ENO3', 'GPT2', 'GOT2', 'PCCB', 'PHGDH', 'PCCA', 'CPS1', 'AMT', 'SDHA', 'IDH2', 'GCSH', 'MDH2', 'SUCLG1', 'GLDC', 'HK1', 'ACADS']	1	1	0	0	1	1	2	1	1	0	2	0	0	2	1	0	0	1	0	1	0	0	2	0	0	0	1	1	3	0	2	1	2	2	1	1	1	0	1	2	1	0	1	0	1	0	0	1	1
4	hsa05166	Human T-cell leukemia virus 1 infection	40	['IL1R2', 'TERT', 'ATM', 'VAC14', 'BUB1B', 'ATR', 'PRKACB', 'MSX2', 'KAT2B', 'MAPK3', 'DLG1', 'CREBBP', 'PIK3R2', 'ADCY3', 'ANAPC1', 'EP300']	2	1	0	0	1	1	1	1	0	0	0	1	2	1	1	0	0	1	1	0	0	2	2	0	2	0	2	2	1	1	0	1	0	1	0	0	0	2	1	2	4	1	0	0	0	0	1	0	1
6	hsa05215	Prostate cancer	40	['IL1R2', 'SOS2', 'FGFR1', 'SOS1', 'FGFR2', 'AR', 'PDGFRB', 'MAPK3', 'CTNNB1', 'IGF1R', 'CREBBP', 'PIK3R2', 'BRAF', 'MTOR', 'EP300']	1	1	1	0	2	1	1	0	1	2	0	1	0	1	2	0	1	2	0	0	1	2	2	1	1	0	1	2	1	0	2	0	0	1	0	0	0	3	1	1	1	1	0	0	0	0	1	0	1
203	hsa04270	Vascular smooth muscle contraction	39	['PLCB1', 'PRKCG', 'ITPR1', 'MYH10', 'PRKACB', 'CACNA1D', 'PPP1R12A', 'PLA2G6', 'KCNMA1', 'PRKCB', 'CACNA1F', 'MYH14', 'MAPK3', 'MYLK', 'AVPR1A', 'GNAS', 'ADCY3', 'BRAF', 'GUCY1A2']	0	0	0	1	0	1	2	1	3	0	2	1	0	0	0	1	2	2	0	0	1	3	1	1	3	0	0	2	2	0	0	0	0	0	1	0	0	1	4	1	0	0	1	0	0	0	0	1	1
187	hsa04340	Hedgehog signaling pathway	39	['GLI3', 'SMO', 'PTCH1', 'PRKACB', 'GLI2', 'SUFU', 'LRP2', 'SHH', 'MEGF8', 'CDON']	0	0	0	1	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	1	1	2	0	1	1	1	2	0	0	1	2	0	2	1	2	2	2	0	2	1	0	2	0	0	3	0	1	0	2
20	hsa05226	Gastric cancer	39	['TERT', 'MET', 'SOS2', 'SOS1', 'FGFR2', 'DVL3', 'WNT1', 'CTNNA3', 'APC2', 'MAPK3', 'CTNNB1', 'SHH', 'PIK3R2', 'BRAF', 'MTOR']	2	1	0	0	3	0	1	0	1	2	0	1	0	1	2	0	1	1	0	0	1	3	2	0	0	0	1	1	2	1	3	1	0	1	0	0	0	3	1	0	1	1	0	1	0	0	0	0	0
151	hsa00230	Purine metabolism	38	['ENPP1', 'ENTPD1', 'ADSL', 'ATIC', 'PDE10A', 'PDE2A', 'ITPA', 'PDE4D', 'ADCY3', 'PDE1C', 'AMPD1', 'GUCY1A2', 'GMPS', 'RRM1', 'ADSS2', 'AMPD2']	0	0	3	0	0	1	0	1	1	0	0	0	0	2	4	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	6	0	2	2	0	1	2	1
75	hsa05161	Hepatitis B	38	['HSPG2', 'SOS2', 'SOS1', 'IFIH1', 'PRKCG', 'MAP3K7', 'PRKCB', 'MAPK3', 'CREBBP', 'PIK3R2', 'BRAF', 'EP300']	0	2	0	0	1	2	0	0	1	1	1	0	0	3	1	0	0	1	0	0	3	2	0	0	1	0	0	3	1	1	2	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	2	0	2
5	hsa05202	Transcriptional misregulation in cancer	37	['IL1R2', 'MET', 'PER2', 'ATM', 'PAX8', 'MAF', 'NCOR1', 'SIN3A', 'ARNT2', 'NSD2', 'NTRK1', 'H3-3A', 'MYCN', 'CSF1R', 'IGF1R', 'PAX5', 'JMJD1C']	2	2	0	0	3	0	0	1	1	1	0	0	2	0	0	1	0	1	0	0	1	1	2	0	1	0	2	0	3	1	0	1	0	0	0	0	1	3	0	2	2	0	0	1	0	0	0	0	2
89	hsa05017	Spinocerebellar ataxia	37	['RELN', 'GRIN2A', 'CIC', 'PLCB1', 'PRKCG', 'ITPR1', 'PRKCB', 'OPA1', 'RORA', 'GRIN2D', 'GRIN2B', 'PIK3R2', 'MAP3K5', 'GRIA2', 'MTOR', 'CACNA1A']	0	1	1	3	0	2	2	1	0	0	1	0	0	0	1	2	0	1	0	1	1	2	1	0	0	2	0	3	3	0	1	0	0	1	0	0	0	1	0	1	0	0	0	2	0	2	1	0	0
121	hsa04935	Growth hormone synthesis, secretion and action	37	['SOS2', 'PLCG2', 'PLCB1', 'SOS1', 'PRKCG', 'ITPR1', 'PRKACB', 'CACNA1D', 'PRKCB', 'CACNA1F', 'MAPK3', 'GNAS', 'CREBBP', 'PIK3R2', 'ADCY3', 'MTOR', 'EP300']	0	1	0	2	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	2	1	0	0	1	0	0	4	1	0	2	0	0	1	0	0	0	1	1	1	2	2	0	0	1	0	1	0	2
199	hsa02010	ABC transporters	37	['ABCA10', 'ABCA13', 'ABCA7', 'ABCA2', 'ABCC9', 'ABCD4', 'ABCD1']	0	0	0	1	1	1	3	0	0	0	0	0	0	1	1	3	0	1	1	1	0	1	3	2	0	0	2	0	1	0	3	1	2	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1
120	hsa04540	Gap junction	37	['SOS2', 'TUBB4A', 'PLCB1', 'SOS1', 'PRKCG', 'ITPR1', 'PDGFRB', 'PRKACB', 'PRKCB', 'TUBA1A', 'DRD2', 'MAPK3', 'TUBA8', 'GNAS', 'ADCY3', 'TUBB2A', 'GUCY1A2']	0	1	1	1	1	1	2	1	0	1	1	0	0	1	2	1	1	1	0	1	2	1	1	0	1	0	0	2	1	0	2	0	0	1	0	0	0	2	2	2	2	1	0	0	0	0	0	0	0
27	hsa04723	Retrograde endocannabinoid signaling	37	['NDUFS4', 'RIMS1', 'PLCB1', 'PRKCG', 'ITPR1', 'PRKACB', 'CACNA1D', 'PRKCB', 'CACNA1F', 'GRIA4', 'GABRA2', 'CACNA1B', 'MAPK3', 'NDUFS2', 'NDUFA5', 'NDUFV1', 'ADCY3', 'GRIA2', 'CACNA1A', 'GABRB1', 'GABRG2', 'DAGLA']	1	0	0	2	0	1	1	1	1	0	1	1	1	0	0	3	1	2	1	0	2	1	0	0	0	0	0	2	1	0	1	0	1	0	0	0	0	1	1	2	0	2	0	3	0	2	0	0	1
127	hsa05231	Choline metabolism in cancer	37	['SOS2', 'CHKB', 'SOS1', 'TSC2', 'PRKCG', 'PDGFRB', 'PRKCB', 'SLC22A5', 'MAPK3', 'PIK3R2', 'MTOR', 'WASF1']	0	2	0	0	1	2	1	0	0	2	1	0	0	2	2	1	0	1	0	0	2	2	1	1	1	0	0	1	0	0	3	0	0	1	0	0	0	2	1	1	1	1	0	0	2	0	0	2	0
118	hsa04150	mTOR signaling pathway	36	['SOS2', 'SOS1', 'TSC2', 'PRKCG', 'DVL3', 'WNT1', 'PRKCB', 'MAPKAP1', 'RPS6KA2', 'MAPK3', 'IGF1R', 'PIK3R2', 'BRAF', 'MTOR', 'DEPDC5', 'ATP6V1B2']	0	1	0	0	1	2	1	0	1	1	1	0	0	1	1	1	0	2	0	0	2	2	0	1	1	0	1	1	1	0	2	0	0	1	0	0	0	4	1	0	2	1	0	0	1	0	0	2	0
56	hsa04310	Wnt signaling pathway	36	['PRICKLE1', 'PLCB1', 'PRKCG', 'DVL3', 'DAAM1', 'PRKACB', 'CHD8', 'MAP3K7', 'WNT1', 'PRKCB', 'APC2', 'CTNNB1', 'CREBBP', 'CTNND2', 'CBY1', 'ROR2', 'EP300']	2	0	0	1	0	1	2	2	2	2	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	2	1	0	2	1	0	0	0	0	0	4	2	0	1	0	2	0	0	0	1	1	2
125	hsa04910	Insulin signaling pathway	36	['SOS2', 'SOS1', 'SORBS1', 'ACACB', 'TSC2', 'PRKACB', 'MAPK3', 'PIK3R2', 'BRAF', 'FASN', 'MTOR', 'HK1']	0	1	0	0	3	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	2	0	2	1	0	0	1	1	0	5	0	0	1	0	0	0	0	2	0	2	1	0	2	1	0	1	1	1
114	hsa05163	Human cytomegalovirus infection	36	['SOS2', 'PLCB1', 'SOS1', 'TSC2', 'PRKCG', 'ITPR1', 'ITGB3', 'PRKACB', 'PRKCB', 'MAPK3', 'CTNNB1', 'GNAS', 'PIK3R2', 'ADCY3', 'MTOR']	0	1	0	1	1	2	2	1	0	1	1	0	0	1	1	1	0	1	0	0	2	3	0	1	2	0	0	3	1	0	2	0	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0
201	hsa04022	cGMP-PKG signaling pathway	36	['PLCB1', 'ATP1A2', 'ITPR1', 'PIK3CG', 'CACNA1D', 'PPP1R12A', 'SLC8A1', 'ATP2B2', 'KCNMA1', 'CACNA1F', 'PDE2A', 'MAPK3', 'TRPC6', 'ADORA3', 'MYLK', 'ADCY3', 'GUCY1A2']	0	0	0	1	0	0	2	1	2	0	4	1	0	1	1	1	0	2	1	0	0	3	2	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	1	1
207	hsa04972	Pancreatic secretion	36	['PLCB1', 'RYR2', 'SLC12A2', 'PRKCG', 'ATP1A2', 'ITPR1', 'CD38', 'SLC4A4', 'ATP2B2', 'KCNMA1', 'PRKCB', 'BST1', 'GNAS', 'ADCY3']	0	0	0	1	1	2	3	0	2	0	4	0	0	2	2	1	0	0	0	0	1	3	0	0	1	1	0	2	1	1	0	0	1	0	0	1	0	1	1	2	0	1	0	0	0	0	0	1	0
180	hsa04927	Cortisol synthesis and secretion	35	['LDLR', 'CYP11B1', 'KCNA4', 'PLCB1', 'CACNA1H', 'CACNA1I', 'ITPR1', 'PRKACB', 'CACNA1D', 'CACNA1F', 'GNAS', 'CACNA1G', 'ADCY3']	0	0	1	3	2	1	1	1	1	0	0	2	0	0	1	2	1	1	0	0	0	0	0	0	2	0	0	4	1	0	2	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1
82	hsa04261	Adrenergic signaling in cardiomyocytes	35	['CACNA2D2', 'CACNB2', 'PLCB1', 'RYR2', 'ATP1A2', 'PRKACB', 'PIK3CG', 'CACNA1D', 'SLC8A1', 'ATP2B2', 'CACNA1F', 'AGTR2', 'SCN1B', 'MAPK3', 'CACNA2D1', 'GNAS', 'ADCY3', 'RAPGEF4', 'CACNA2D3']	0	2	1	1	1	0	2	2	1	0	3	1	1	0	2	1	0	1	0	0	1	1	1	0	1	0	0	1	3	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	1	1
28	hsa05012	Parkinson disease	35	['NDUFS4', 'TUBB4A', 'ITPR1', 'GPR37', 'PRKACB', 'EIF2AK3', 'ATP5F1A', 'PRKN', 'TUBA1A', 'DRD2', 'MAOB', 'NDUFS2', 'TUBA8', 'NDUFA5', 'NDUFV1', 'SDHA', 'GNAS', 'TH', 'MAP3K5', 'TUBB2A', 'KIF5A']	1	0	1	0	0	0	2	2	0	1	1	0	0	3	0	1	2	1	2	1	1	1	1	0	1	1	2	1	1	0	1	1	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0
30	hsa05208	Chemical carcinogenesis - reactive oxygen species	34	['NDUFS4', 'MET', 'SOS2', 'SOS1', 'ATP5F1A', 'PRKD2', 'MAPK3', 'NDUFS2', 'NDUFA5', 'NDUFV1', 'SDHA', 'PIK3R2', 'MAP3K5', 'BRAF']	2	1	0	0	2	0	0	0	0	2	1	0	0	2	1	0	0	2	2	0	2	2	1	0	0	0	2	1	2	0	3	0	0	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0
104	hsa04218	Cellular senescence	34	['ATM', 'TSC2', 'ITPR1', 'ATR', 'CACNA1D', 'TRPV4', 'MRE11', 'MAPK3', 'CCNB1', 'PIK3R2', 'RBL2', 'MTOR', 'NBN']	0	1	0	0	0	1	2	0	1	1	0	1	1	2	0	1	0	1	0	0	0	1	1	1	2	0	0	3	1	2	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	1
126	hsa04926	Relaxin signaling pathway	34	['SOS2', 'COL4A2', 'PLCB1', 'SOS1', 'PRKACB', 'COL4A1', 'COL1A1', 'MAPK3', 'COL3A1', 'COL1A2', 'GNAS', 'PIK3R2', 'ADCY3']	0	1	0	3	1	0	0	2	1	1	0	0	0	0	1	0	0	1	0	0	1	1	2	0	1	0	0	2	2	0	2	2	0	0	0	0	0	0	2	3	2	1	0	0	0	1	0	1	0
188	hsa05217	Basal cell carcinoma	33	['GLI3', 'SMO', 'DVL3', 'PTCH1', 'WNT1', 'GLI2', 'APC2', 'SUFU', 'CTNNB1', 'SHH']	0	0	0	1	0	1	2	1	1	1	1	0	0	0	1	0	0	0	0	1	0	3	0	1	0	0	1	0	0	1	3	1	1	0	1	1	0	2	2	0	0	2	0	0	2	0	1	0	1
57	hsa05169	Epstein-Barr virus infection	33	['NCOR2', 'ENTPD1', 'PLCG2', 'MAP3K7', 'SIN3A', 'EIF2AK2', 'PIK3R2']	1	0	2	1	0	0	0	2	2	0	0	0	0	0	3	1	1	0	2	0	0	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	1	3	0	0	1	0
90	hsa01240	Biosynthesis of cofactors	33	['DLD', 'ADSL', 'FLAD1', 'EARS2', 'CMPK2', 'DHFR', 'COX10', 'LIPT2', 'GCH1', 'PMM2', 'GPHN', 'HPD', 'GMPPA', 'COX15', 'COASY', 'PNPO', 'GSS', 'UGDH', 'CAD', 'MOCS2', 'SPR', 'ALDH3A2', 'MPI', 'MOCS1', 'ADSS2']	0	1	1	1	0	0	0	0	0	0	1	2	0	1	0	0	1	1	1	1	3	0	2	1	0	0	0	1	0	0	3	1	0	1	1	0	0	0	0	3	1	0	1	1	0	1	2	0	0
123	hsa04915	Estrogen signaling pathway	33	['SOS2', 'ESR2', 'KRT26', 'PLCB1', 'SOS1', 'ITPR1', 'PRKACB', 'CTSD', 'NCOA1', 'MAPK3', 'GABBR2', 'GNAS', 'PIK3R2', 'ADCY3', 'NCOA2']	0	2	0	2	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	3	1	0	2	0	0	0	0	0	0	0	4	2	1	1	0	0	0	0	0	0	0
122	hsa05224	Breast cancer	33	['SOS2', 'ESR2', 'FGFR1', 'SOS1', 'DVL3', 'WNT1', 'BRCA2', 'APC2', 'NCOA1', 'MAPK3', 'CTNNB1', 'IGF1R', 'PIK3R2', 'BRAF', 'MTOR']	0	2	1	0	1	0	1	0	1	1	0	1	0	0	2	0	1	2	0	0	1	2	0	0	0	1	2	1	1	0	3	1	0	1	0	0	0	3	2	0	1	1	0	0	0	0	0	0	0
87	hsa05171	Coronavirus disease - COVID-19	32	['FGA', 'RPS26', 'PLCG2', 'IFIH1', 'PRKCG', 'MAP3K7', 'ACE', 'PRKCB', 'EIF2AK2', 'MAPK3', 'PIK3R2', 'MASP1']	0	1	1	1	0	2	0	0	2	1	1	0	0	1	0	1	0	3	0	0	1	1	2	0	0	0	0	2	0	1	0	1	0	0	1	0	0	2	2	1	1	1	0	0	1	0	1	0	0
165	hsa04080	Neuroactive ligand-receptor interaction	31	['GRIN2A', 'GRIK2', 'CHRNA2', 'GRIK5', 'GRIA4', 'AGTR2', 'GRID1', 'GABRA2', 'DRD2', 'GRIN2D', 'LEP', 'ADORA3', 'THRB', 'GABBR2', 'AVPR1A', 'GRIN2B', 'GRIA2', 'GRIK4', 'CHRNA4', 'GABRB1', 'GABRG2']	0	0	1	0	0	1	0	1	0	2	0	0	2	1	0	1	2	1	0	1	2	0	1	2	1	1	0	0	0	0	2	1	2	1	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0
77	hsa04514	Cell adhesion molecules	31	['NRXN1', 'CDH2', 'CADM1', 'NFASC', 'NRCAM', 'CNTNAP1', 'NEGR1', 'NLGN4Y', 'L1CAM', 'NLGN3', 'CD276', 'NEO1', 'NRXN2', 'MAG', 'NRXN3', 'JAM2', 'CD99L2']	0	2	1	1	2	1	1	1	0	1	1	1	0	2	0	0	1	0	1	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	3	1	0	0	0
105	hsa04068	FoxO signaling pathway	31	['ATM', 'SOS2', 'SOS1', 'AGAP2', 'MAPK3', 'PLK4', 'IGF1R', 'CCNB1', 'CREBBP', 'PIK3R2', 'BRAF', 'RBL2', 'FOXG1', 'EP300']	0	2	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	1	3	1	2	3	1	1	0	0	0	0	1	1	0	2	1	0	0	0	0	1	0	1
166	hsa04728	Dopaminergic synapse	30	['GRIN2A', 'PLCB1', 'PRKCG', 'ITPR1', 'PRKACB', 'CACNA1D', 'PRKCB', 'GRIA4', 'CACNA1B', 'DRD2', 'MAOB', 'GNAS', 'TH', 'GRIN2B', 'GRIA2', 'CACNA1A', 'KIF5A']	0	0	1	1	0	2	1	1	1	0	1	0	1	0	0	2	2	1	0	0	1	0	0	0	1	2	0	2	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	3	0	1	0	0	1
117	hsa05034	Alcoholism	30	['SOS2', 'GRIN2A', 'SOS1', 'HDAC4', 'PRKACB', 'DRD2', 'MAOB', 'MAPK3', 'GRIN2D', 'H3-3A', 'HDAC9', 'GNAS', 'TH', 'GRIN2B', 'BRAF', 'CAMK4']	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	2	2	0	1	1	2	1	0	1	2	0	0	1	0	3	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0
129	hsa05214	Glioma	30	['SOS2', 'PLCG2', 'SOS1', 'PRKCG', 'PDGFRB', 'PRKCB', 'MAPK3', 'IGF1R', 'PIK3R2', 'BRAF', 'CAMK4', 'MTOR']	0	1	0	1	1	1	1	0	0	1	1	0	0	0	2	0	0	1	0	0	2	1	1	0	0	0	1	1	1	0	3	0	0	1	0	0	0	3	1	0	2	2	0	0	1	0	0	0	0
55	hsa05145	Toxoplasmosis	30	['LAMC3', 'LDLR', 'LAMA2', 'PIK3CG', 'LAMB1', 'MAP3K7', 'LAMA1', 'MAPK3']	1	0	1	2	0	0	1	4	1	0	0	0	1	1	1	0	0	1	1	0	0	0	1	1	2	0	1	1	1	0	2	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0
48	hsa04520	Adherens junction	30	['MET', 'FGFR1', 'SORBS1', 'MAP3K7', 'PTPRB', 'CTNND1', 'CTNNA3', 'MAPK3', 'CTNNB1', 'IGF1R', 'CREBBP', 'WASF1', 'EP300']	1	0	1	0	2	0	0	0	2	1	1	0	0	1	0	0	0	2	0	1	0	1	2	1	0	0	1	1	1	0	1	1	0	0	0	0	0	1	2	1	0	0	0	2	0	0	2	0	1
53	hsa05222	Small cell lung cancer	29	['LAMC3', 'LAMA2', 'COL4A2', 'LAMB1', 'COL4A1', 'LAMA1', 'PIK3R2']	1	0	0	4	0	0	1	4	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	2	1	0	1	1	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0
119	hsa04062	Chemokine signaling pathway	29	['SOS2', 'PLCG2', 'PLCB1', 'SOS1', 'PRKACB', 'PIK3CG', 'PRKCB', 'CX3CR1', 'MAPK3', 'PIK3R2', 'ADCY3', 'BRAF']	0	1	0	2	1	0	0	2	0	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	2	3	0	2	0	1	1	0	0	0	0	1	1	2	2	0	0	1	0	0	0	0
103	hsa05170	Human immunodeficiency virus 1 infection	29	['ATM', 'SAMHD1', 'PLCG2', 'PRKCG', 'ITPR1', 'ATR', 'MAP3K7', 'AP1B1', 'PRKCB', 'MAPK3', 'CCNB1', 'PIK3R2', 'MTOR', 'PAK2']	0	1	1	1	0	1	2	0	2	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	1	0	1	0	1	0	0	0	1	1	0	2	2	0	1	1	0	0	0	0
152	hsa01232	Nucleotide metabolism	29	['ENPP1', 'ENTPD1', 'ADSL', 'CMPK2', 'ITPA', 'AMPD1', 'TK2', 'GMPS', 'RRM1', 'ADSS2', 'AMPD2']	0	0	3	0	0	1	0	1	0	0	0	1	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	6	0	2	2	0	1	2	1
209	hsa04970	Salivary secretion	29	['PLCB1', 'SLC12A2', 'PRKCG', 'ATP1A2', 'ITPR1', 'PRKACB', 'CD38', 'ATP2B2', 'KCNMA1', 'PRKCB', 'BST1', 'GNAS', 'ADCY3', 'GUCY1A2']	0	0	0	1	0	2	2	1	1	0	4	0	0	2	1	1	0	0	0	0	1	3	0	0	1	1	0	2	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	1	0
256	hsa04390	Hippo signaling pathway	29	['DVL3', 'WNT1', 'GLI2', 'DLG4', 'PATJ', 'CTNNA3', 'APC2', 'CTNNB1', 'DLG1', 'BMPR1B']	0	0	0	0	0	0	1	0	1	0	2	0	0	2	1	0	0	0	0	0	0	2	3	0	0	0	1	0	1	1	3	2	0	0	1	0	0	3	2	0	0	2	0	0	1	0	0	0	0
